"geneid"	"sample1"	"sample2"	"sample3"	"sample4"	"sample5"	"sample6"
"23106"	1015	18	2	15	13	8	22
"23107"	2669	220	355	162	95	130	250
"23108"	25788	211	53	104	346	557	586
"23109"	100506448	14	21	34	281	243	321
"23110"	25962	1766	497	1116	6769	5577	6137
"23111"	100288748	0	0	0	0	0	0
"23112"	54845	44	0	21	15	7	5
"23113"	286148	2166	604	665	2856	1921	3526
"23114"	55656	598	174	577	2098	2084	2247
"23115"	9134	480	42	74	454	751	1203
"23116"	94241	567	352	298	4512	4198	6023
"23117"	100506538	98	50	38	303	217	538
"23118"	137682	669	144	365	1013	464	904
"23119"	286149	2	0	7	39	3	19
"23120"	100422964	0	0	0	0	0	0
"23121"	79666	499	180	282	896	1090	1003
"23122"	157657	273	98	128	397	331	444
"23123"	392255	80	29	55	56	38	26
"23124"	7381	9246	3009	4761	9854	6476	8561
"23125"	51001	550	123	329	1040	746	968
"23126"	9791	3550	696	3554	8191	8637	5243
"23127"	6383	3794	2335	1373	1503	1614	1703
"23128"	10404	903	565	405	334	161	337
"23129"	85453	3530	387	4607	11297	8117	9297
"23130"	92140	6760	1192	4743	12692	11602	12344
"23131"	55353	3301	806	2029	1632	2012	4146
"23132"	4147	694	261	573	563	332	2049
"23133"	100506558	0	0	0	0	0	0
"23134"	6156	3026	2713	1756	16973	18979	11486
"23135"	26775	33	9	8	111	89	135
"23136"	203111	57	1	47	122	146	61
"23137"	10247	2106	1717	600	432	418	606
"23138"	10940	437	111	289	1299	1394	1038
"23139"	79815	877	44	1446	298	140	208
"23140"	3788	674	19	1700	389	72	193
"23141"	6788	364	180	152	139	186	296
"23142"	116039	0	0	0	7	0	4
"23143"	157680	1968	500	1932	7168	4220	5077
"23144"	693184	0	0	0	0	0	0
"23145"	100126309	0	0	0	0	0	0
"23146"	1345	5550	1704	1962	3899	2334	4076
"23147"	26166	19	19	23	29	32	98
"23148"	100302165	0	0	0	0	0	0
"23149"	286151	1	7	2	64	168	182
"23150"	5440	2955	620	1623	2374	1414	1642
"23151"	6674	536	104	259	736	489	431
"23152"	25897	3752	1005	2733	12723	10577	8319
"23153"	157567	6907	819	3661	19963	8825	11299
"23154"	169166	35	2	21	40	33	37
"23155"	26986	4578	1229	3992	36518	30640	32269
"23156"	7534	58215	6699	38863	153608	75006	111547
"23157"	441374	22	4	16	14	0	6
"23158"	51123	4132	1049	2066	8632	4822	7638
"23159"	100506652	0	0	1	3	0	1
"23160"	83955	1936	752	894	5686	4516	6603
"23161"	100506689	0	0	0	0	0	1
"23162"	79977	15	6	15	9	22	11
"23163"	83988	21214	1461	27206	21418	15341	12020
"23164"	50484	3576	801	2177	6181	4787	3807
"23165"	100506709	19	5	20	48	65	71
"23166"	51366	2305	815	2813	15676	15633	13752
"23167"	4956	9	3	3	41	15	14
"23168"	7071	1227	412	1468	5917	4532	2966
"23169"	401472	0	0	5	22	8	19
"23170"	51582	13263	2288	9747	47736	27536	34116
"23171"	100506753	20	8	21	75	57	51
"23172"	528	15952	1238	14706	6861	4274	6531
"23173"	157556	28	19	24	20	13	11
"23174"	79870	20650	16351	16288	10323	3547	7908
"23175"	100422992	2	1	0	0	1	0
"23176"	100499183	89	76	34	13	3	6
"23177"	8323	521	376	219	456	227	618
"23178"	115908	91	57	41	473	161	374
"23179"	81034	1666	226	778	1894	1281	1525
"23180"	25879	561	203	328	1913	1284	1915
"23181"	9699	3381	1127	3866	3164	886	2009
"23182"	100506793	2040	787	609	869	164	669
"23183"	81501	41	6	59	1	2	0
"23184"	1807	79	12	69	40	5	13
"23185"	100130232	5	0	17	46	5	2
"23186"	29967	2067	338	1691	13569	6711	8441
"23187"	100506861	0	0	0	2	0	0
"23188"	23414	1413	191	1580	3539	3699	3104
"23189"	55074	16403	1023	11422	4632	2284	4264
"23190"	137735	20	0	25	1	2	13
"23191"	284	278	121	105	172	39	313
"23192"	340419	1759	81	3235	335	175	280
"23193"	3646	1649	521	729	6188	5799	4802
"23194"	9694	1682	578	557	927	609	860
"23195"	157753	212	54	468	3016	2278	1259
"23196"	7201	0	0	2	135	18	28
"23197"	84955	858	130	544	2762	2013	2236
"23198"	56943	1962	356	1097	2629	2140	3256
"23199"	93035	2	0	5	32	13	41
"23200"	9166	1408	268	596	1709	1225	1574
"23201"	55638	8817	937	10335	26066	16227	13604
"23202"	100132813	110	3	109	538	392	330
"23203"	27012	3023	64	5414	5905	2931	3560
"23204"	114788	1432	544	1234	9597	7392	5516
"23205"	100302225	0	0	0	0	1	1
"23206"	7227	1168	588	867	570	1123	1809
"23207"	100506910	0	0	2	2	2	2
"23208"	8667	3265	1069	1752	11193	11742	11730
"23209"	84294	907	185	530	2526	1758	2341
"23210"	100506927	0	0	0	0	0	0
"23211"	5885	7086	1606	5508	17684	14471	18987
"23212"	644660	33	5	10	11	5	15
"23213"	441376	105	26	50	79	24	66
"23214"	169026	2	0	4	3	5	0
"23215"	90390	220	95	133	607	665	843
"23216"	2131	683	155	1059	2241	2211	2630
"23217"	401474	4081	344	5836	2084	1611	1268
"23218"	100506949	0	0	0	1	0	0
"23219"	4982	83	89	41	23	20	65
"23220"	10584	11	0	8	17	7	13
"23221"	114569	7685	607	5563	3807	820	2861
"23222"	4856	1681	594	1187	2964	311	1793
"23223"	5168	9227	465	1910	164	141	358
"23224"	6873	1235	225	914	4777	3646	4863
"23225"	79075	151	39	61	1749	402	1024
"23226"	64798	1103	166	745	1212	602	1292
"23227"	100506966	145	12	145	267	140	311
"23228"	7373	65	186	111	119	61	74
"23229"	100506980	1	0	0	6	0	1
"23230"	28998	177	76	128	331	257	265
"23231"	27085	229	35	112	375	570	629
"23232"	6641	727	625	309	235	169	400
"23233"	3037	24	28	15	183	299	74
"23234"	594842	12	11	4	9	26	15
"23235"	100507001	17	9	7	3	1	7
"23236"	22882	1879	1105	1347	1762	2718	2495
"23237"	79139	2300	503	1883	10105	6792	7643
"23238"	93594	328	116	230	783	872	965
"23239"	84985	0	0	2	1	8	2
"23240"	100131726	0	0	0	2	0	0
"23241"	84933	600	173	446	1149	925	1271
"23242"	11244	3620	1697	2753	12735	11102	9406
"23243"	29028	660	243	374	763	3119	2238
"23244"	693130	0	1	0	0	8	7
"23245"	55093	535	120	322	1308	952	690
"23246"	114907	606	144	827	474	650	558
"23247"	340359	32	3	104	11	7	2
"23248"	312	5	2	2	9	0	1
"23249"	157769	2635	767	1284	3862	2658	3809
"23250"	654463	23	38	28	23	6	22
"23251"	157378	3584	511	2434	13573	4798	7939
"23252"	55039	660	114	887	2162	1673	1592
"23253"	100507018	165	30	106	672	382	550
"23254"	11236	2122	427	1120	4399	3112	3844
"23255"	83940	231	45	100	378	279	350
"23256"	4715	4958	2543	3204	3679	2626	2301
"23257"	9788	4325	1109	3466	41544	25750	30449
"23258"	157381	0	0	3	44	8	22
"23259"	137209	134	40	14	351	315	562
"23260"	6713	3236	305	1780	25695	12080	14560
"23261"	9897	1274	364	1083	3290	2613	2452
"23262"	286053	448	70	216	616	480	627
"23263"	10221	1163	623	923	3729	2474	2214
"23264"	100130231	10	24	6	39	3	12
"23265"	157638	1027	227	612	8521	8056	4352
"23266"	100507056	0	0	0	3	0	1
"23267"	5462	3	1	10	29	61	36
"23268"	727677	0	0	0	2	0	2
"23269"	4609	224	50	191	4584	2251	3447
"23270"	5820	63	12	86	70	77	65
"23271"	100302185	1	0	2	1	0	0
"23272"	100507101	0	0	0	0	1	0
"23273"	641384	0	0	0	1	0	6
"23274"	100302161	0	0	0	0	0	0
"23275"	100302170	0	0	0	0	0	0
"23276"	100302175	0	0	0	0	0	0
"23277"	100302281	0	0	1	0	0	0
"23278"	728724	0	0	0	2	0	1
"23279"	56169	8	20	10	1	2	1
"23280"	51571	4471	443	2554	8980	4355	6866
"23281"	50807	4761	844	5891	7543	7720	8424
"23282"	29065	0	1	0	1	2	5
"23283"	114	810	328	1143	1659	498	2997
"23284"	23167	9897	1714	6456	4281	2159	3423
"23285"	729330	10	0	11	6	5	3
"23286"	10086	0	0	0	15	3	13
"23287"	3786	773	103	2459	4317	3624	2025
"23288"	93668	10	1	34	2	4	5
"23289"	23639	384	79	392	533	306	426
"23290"	137835	32	44	20	19	1	18
"23291"	51105	3868	714	2404	12803	10656	12381
"23292"	7038	16	2	21	304	220	463
"23293"	6503	328	101	149	55467	41334	54190
"23294"	8840	37	15	13	153	13	39
"23295"	10397	16869	4643	9536	29255	24159	20001
"23296"	6482	2118	398	2607	18261	13325	7914
"23297"	100129104	194	84	168	527	432	338
"23298"	100507162	0	0	0	0	0	0
"23299"	57623	453	88	563	1140	1134	1029
"23300"	594840	0	0	1	3	1	1
"23301"	407030	0	0	0	0	1	0
"23302"	407033	0	0	0	0	0	0
"23303"	286094	0	0	0	2	0	2
"23304"	10656	3767	354	3961	11777	4176	8798
"23305"	100507185	521	94	98	947	340	896
"23306"	401478	86	13	45	279	32	300
"23307"	51059	1898	158	3093	4174	806	2556
"23308"	169044	107	67	116	113	144	697
"23309"	51305	330	6	660	996	984	1000
"23310"	83696	2920	613	3993	4740	2911	3340
"23311"	100507249	0	0	0	0	0	2
"23312"	100131910	7	2	0	5	0	2
"23313"	100507278	1982	97	2468	3176	1916	2904
"23314"	54108	757	236	350	955	850	1300
"23315"	27161	164	59	565	1557	1292	698
"23316"	5747	9177	2112	6570	8030	6168	9009
"23317"	442893	0	0	0	0	1	0
"23318"	22898	2493	417	3532	2081	1914	795
"23319"	57210	1257	169	4158	793	782	578
"23320"	731779	3	8	3	0	0	4
"23321"	2843	23	49	25	1	2	0
"23322"	11156	778	536	857	1618	1665	1658
"23323"	389690	17	67	24	41	38	72
"23324"	100302147	0	0	0	0	0	0
"23325"	619434	1	0	3	10	9	12
"23326"	203062	248	33	559	495	719	451
"23327"	575	9273	3672	17351	8823	7812	5759
"23328"	23237	1826	898	6929	614	821	889
"23329"	8629	1703	394	3110	8286	7413	7563
"23330"	8000	31	3	19	211	2	39
"23331"	54742	6	9	5	1	0	0
"23332"	100288181	220	122	371	62	15	61
"23333"	51337	1733	499	2379	1115	627	1070
"23334"	57152	0	0	1	2	2	0
"23335"	137797	0	0	9	1	0	1
"23336"	66004	34819	4615	50137	2308	1122	1826
"23337"	8581	9	0	61	0	0	0
"23338"	100288207	0	0	0	0	0	0
"23339"	2765	0	0	3	0	0	0
"23340"	1584	0	0	2	0	0	0
"23341"	1585	0	0	0	0	0	0
"23342"	100133669	323	26	520	144	95	87
"23343"	4061	7271	2477	8671	2785	2443	2095
"23344"	286122	43	32	59	104	71	185
"23345"	4062	4907	1398	5826	5015	3206	4037
"23346"	338328	1518	158	453	120	41	144
"23347"	286128	1355	284	3005	3161	2602	2601
"23348"	2738	876	337	717	656	776	981
"23349"	100507316	185	85	126	135	229	216
"23350"	79943	829	214	1191	3231	3031	2916
"23351"	116447	401	93	828	1983	1894	1498
"23352"	78998	32	9	50	9	36	44
"23353"	114822	3361	730	5101	958	1853	1588
"23354"	100507344	0	4	2	19	5	155
"23355"	389692	4	0	0	4	3	27
"23356"	23144	1262	251	1653	1988	2231	2079
"23357"	79792	287	311	377	161	134	159
"23358"	642475	251	59	354	560	291	369
"23359"	93100	971	231	1328	1016	845	1057
"23360"	1936	2858	1259	3767	5534	7829	6314
"23361"	84948	457	109	724	1001	1217	1130
"23362"	65263	1003	380	950	596	575	620
"23363"	7264	828	237	1208	1563	1311	1443
"23364"	9831	1075	215	1999	7080	5704	6025
"23365"	286075	531	132	834	707	783	748
"23366"	286076	17	4	27	58	50	20
"23367"	100130274	6	0	20	33	41	8
"23368"	225689	113	84	244	550	481	619
"23369"	286077	839	306	1947	1246	808	1026
"23370"	100128338	79	26	103	245	121	187
"23371"	642574	43	17	80	74	35	55
"23372"	23513	3494	1896	4470	5099	8062	6632
"23373"	100126338	0	0	0	0	0	0
"23374"	22827	5410	1643	5085	7714	7629	7585
"23375"	340371	12342	2805	8255	13506	11260	14414
"23376"	83481	30	15	48	1530	211	145
"23377"	5339	20865	5958	43076	20282	14008	11656
"23378"	724031	0	0	1	0	0	0
"23379"	84875	1030	626	1144	765	615	825
"23380"	2907	15189	3526	17267	11995	9340	10578
"23381"	375686	13	19	18	5	9	6
"23382"	392275	10	2	27	9	20	21
"23383"	26873	719	332	515	114	374	267
"23384"	54512	696	249	861	953	963	890
"23385"	8733	3903	1026	3909	3002	3438	3472
"23386"	1537	2607	665	3253	1880	1719	1625
"23387"	100507382	10	3	10	43	35	20
"23388"	81858	1687	645	1966	1863	1906	2120
"23389"	84232	3137	1134	4169	4372	4714	4925
"23390"	340390	411	38	427	459	750	548
"23391"	51236	327	157	419	845	936	814
"23392"	727957	1956	415	3505	2271	1830	1559
"23393"	642658	45	8	52	30	19	33
"23394"	728071	346	145	419	884	821	759
"23395"	377711	2	0	6	8	2	2
"23396"	100507349	1	0	1	0	0	2
"23397"	23246	1333	233	2130	2301	2265	2044
"23398"	100129885	49	10	63	29	34	34
"23399"	3297	2555	591	3789	2328	2998	2260
"23400"	8694	1694	654	1869	3144	3272	3484
"23401"	83482	11037	1066	17170	9077	10385	7581
"23402"	340393	59	30	116	194	292	176
"23403"	26233	815	236	901	1463	1683	1909
"23404"	79581	990	277	1342	2222	2295	2029
"23405"	203054	503	164	797	1118	1039	1220
"23406"	29894	2797	620	3570	4403	8375	5199
"23407"	100126351	0	0	0	0	0	0
"23408"	100302196	0	0	0	0	0	0
"23409"	55630	686	107	518	64	199	27
"23410"	51160	2950	888	2586	6002	4828	5572
"23411"	4796	404	70	780	408	1089	848
"23412"	50626	2870	1055	3080	2719	3032	2748
"23413"	90990	12445	2018	21049	10244	9450	8653
"23414"	8928	14	1	15	1	1	8
"23415"	100507333	407	134	636	487	534	449
"23416"	84988	1765	868	2829	2011	2635	2413
"23417"	2875	465	254	643	388	542	369
"23418"	113655	1681	332	2436	969	1018	808
"23419"	9401	839	259	1439	1290	2560	1821
"23420"	9684	2123	537	2904	3343	3441	3221
"23421"	441381	0	0	0	0	0	0
"23422"	414919	801	262	983	2165	1963	2026
"23423"	80728	3146	525	5778	5639	5298	4404
"23424"	90987	1310	322	1061	3914	3479	5065
"23425"	80778	509	144	368	1666	1476	1783
"23426"	6132	11799	5660	13547	34711	42588	24417
"23427"	340385	616	120	698	1062	1271	1180
"23428"	100130027	954	234	966	2103	2160	2468
"23429"	100129596	4	4	8	18	30	21
"23430"	7553	770	200	504	1865	1567	2033
"23431"	100507418	115	34	148	720	611	724
"23432"	28991	951	394	1185	1926	1483	1377
"23433"	58500	690	163	652	6554	5212	6630
"23434"	7564	409	119	293	1168	1130	1217
"23435"	286101	1450	1050	1880	5646	3427	4558
"23436"	286102	701	264	536	2188	1578	1704
"23437"	286103	45	25	73	116	136	124
"23438"	65265	2947	1573	1998	6396	4363	6377
"23439"	100132336	0	0	0	0	0	0
"23440"	100289549	0	0	0	0	0	0
"23441"	100287171	1217	316	1115	2454	2119	2206
"23442"	100422831	2	0	0	0	0	1
"23443"	654835	0	1	0	0	0	0
"23444"	100287382	4	1	1	2	1	4
"23445"	2298	49	11	71	217	98	141
"23446"	55871	694	195	486	1272	670	1014
"23447"	642313	2	1	2	4	5	10
"23448"	157983	4	1	2	0	1	4
"23449"	81704	136	92	72	84	142	242
"23450"	23189	2743	1557	2296	781	601	914
"23451"	100505905	25	22	31	8	13	21
"23452"	1761	1	0	0	7	0	0
"23453"	58524	201	5	132	0	9	2
"23454"	10655	165	5	52	35	18	27
"23455"	6595	10768	2957	13503	25450	11416	26717
"23456"	401491	6	3	3	182	112	131
"23457"	7436	919	115	1108	6720	4012	5335
"23458"	169522	13	2	58	50	34	29
"23459"	100506017	1	0	0	6	3	0
"23460"	9933	318	52	161	1257	947	1163
"23461"	5991	85	46	327	2689	1481	1292
"23462"	751816	8	1	11	24	26	25
"23463"	169792	448	287	389	263	267	2058
"23464"	84850	2	0	0	0	2	6
"23465"	100287493	0	0	0	0	0	2
"23466"	6505	2574	481	2165	8743	3524	6119
"23467"	55064	267	24	256	776	238	684
"23468"	403313	846	148	557	2751	1824	2664
"23469"	55664	1350	234	1437	2629	1596	2002
"23470"	50808	4702	2239	1541	4737	3588	4731
"23471"	10171	293	80	212	708	421	579
"23472"	406894	0	0	0	0	0	0
"23473"	3717	886	202	751	2958	1587	1892
"23474"	11172	1	0	0	1	0	0
"23475"	3641	0	0	0	0	0	0
"23476"	6019	1	5	2	2	12	6
"23477"	6013	0	0	3	1	5	2
"23478"	55848	274	112	116	841	501	593
"23479"	29126	186	29	103	14	37	47
"23480"	80380	13	2	6	1	44	22
"23481"	57589	1258	332	1035	4007	2541	3017
"23482"	79956	2614	683	2088	1757	1226	1363
"23483"	2315	9	2	8	59	31	62
"23484"	158358	3264	783	2727	12678	8425	10694
"23485"	26953	5047	447	3331	8774	5909	7765
"23486"	100506189	0	0	1	0	0	0
"23487"	90865	1040	1255	349	152	520	504
"23488"	89882	0	0	0	0	2	10
"23489"	115426	1377	274	921	4654	4615	5691
"23490"	29044	2	4	2	23	18	46
"23491"	2731	594	286	382	773	815	672
"23492"	100287623	27	30	54	445	312	329
"23493"	23081	1343	283	1217	2187	1455	1966
"23494"	90871	1996	561	1469	4084	2660	2335
"23495"	5789	12347	1033	10631	68186	62150	51859
"23496"	100506247	362	44	237	1036	879	817
"23497"	7306	166	6	221	7	4	63
"23498"	100506267	0	4	1	0	1	2
"23499"	286343	367	62	251	110	168	171
"23500"	8777	4191	1233	4001	3398	4776	6218
"23501"	401492	24	5	7	6	25	40
"23502"	100506304	0	0	0	3	1	2
"23503"	4781	4142	2306	3328	34966	72974	53328
"23504"	340481	5055	788	2655	6395	4574	5816
"23505"	9350	4	1	0	1	2	6
"23506"	158326	209	86	209	186	173	558
"23507"	389705	40	15	31	88	60	92
"23508"	158219	119	33	252	186	153	167
"23509"	6619	1866	599	1700	5050	4079	5065
"23510"	11168	10276	2287	6631	23104	16777	28878
"23511"	203238	174	29	184	775	693	520
"23512"	100506331	37	11	34	173	156	139
"23513"	54796	34	115	25	389	43	388
"23514"	158295	0	0	0	0	0	0
"23515"	648570	0	0	0	0	0	1
"23516"	54875	156	152	89	920	1387	1303
"23517"	6456	19284	615	14056	19250	7189	9726
"23518"	92949	211	12	220	4067	523	1767
"23519"	100422869	0	0	0	0	0	0
"23520"	158297	0	0	2	2	0	0
"23521"	10670	8246	1256	7216	10720	7206	9508
"23522"	54801	1242	313	614	3488	3361	4568
"23523"	677776	0	0	0	8	7	19
"23524"	123	290	235	205	761	988	1333
"23525"	55667	1635	837	711	5684	5596	5645
"23526"	6194	10365	5803	6279	31404	35580	22127
"23527"	340485	87	60	263	856	639	556
"23528"	392288	1	0	0	0	0	0
"23529"	25769	19182	620	18713	3776	3952	1888
"23530"	4300	1021	246	1142	15467	16612	15338
"23531"	54914	2815	343	2319	4235	3402	3248
"23532"	574444	1	0	6	4	1	0
"23533"	401494	94	38	30	43	25	56
"23534"	3456	0	0	0	2	0	0
"23535"	3467	2	2	3	8	2	10
"23536"	3452	17	0	9	13	17	10
"23537"	3441	1	0	5	4	1	0
"23538"	3444	2	0	0	0	0	0
"23539"	3446	0	0	0	0	1	0
"23540"	3449	0	0	0	0	0	0
"23541"	3451	0	0	1	0	0	1
"23542"	3448	0	0	0	0	2	2
"23543"	3442	1	0	0	1	0	0
"23544"	55958	2682	619	1820	13098	9542	12376
"23545"	3443	6	0	5	0	0	0
"23546"	3447	7	0	7	0	0	0
"23547"	3440	0	4	8	0	0	2
"23548"	3445	5	0	10	0	0	0
"23549"	3439	6	0	3	0	0	0
"23550"	554202	130	4	104	0	5	1
"23551"	338376	2	0	5	0	0	0
"23552"	407035	0	0	0	0	0	0
"23553"	4507	867	270	494	1920	1192	2108
"23554"	51198	0	0	0	0	0	0
"23555"	1029	27	20	31	1	8	8
"23556"	100048912	5	2	5	0	2	6
"23557"	1030	195	100	240	71	59	67
"23558"	63951	11	19	9	4	50	78
"23559"	1993	6218	263	3925	20818	11130	18875
"23560"	286319	893	219	1296	1158	965	1453
"23561"	100506422	0	0	0	0	0	0
"23562"	79886	1113	327	458	1548	1369	1702
"23563"	9373	1986	304	1250	4957	3485	4114
"23564"	80173	251	81	91	462	420	723
"23565"	64922	8	0	5	34	31	43
"23566"	7010	552	426	894	1231	528	661
"23567"	158035	7	2	14	47	26	38
"23568"	54586	3	0	2	10	2	8
"23569"	79817	2491	326	1513	1926	2703	3297
"23570"	56832	1	0	2	0	1	0
"23571"	203228	2459	336	1315	6903	3692	4915
"23572"	158038	334	15	675	1741	1126	472
"23573"	100126310	0	0	0	0	0	0
"23574"	100126316	0	0	0	0	0	0
"23575"	48	1435	750	986	2324	1401	1828
"23576"	23586	673	305	263	658	390	1001
"23577"	10210	1525	375	1238	4913	3616	5207
"23578"	100129250	108	96	53	85	36	89
"23579"	4712	2012	600	1159	2177	1503	1878
"23580"	138474	434	155	894	3140	2716	2504
"23581"	401498	202	3	49	28	7	202
"23582"	54840	1167	284	861	1848	1502	1414
"23583"	3301	8865	1359	11477	30161	15840	21330
"23584"	55234	3403	968	2547	5056	4330	5453
"23585"	2683	231	274	308	752	668	659
"23586"	27290	0	0	0	0	2	2
"23587"	573	3042	1020	3435	3096	1972	2630
"23588"	51510	4341	766	1736	5263	2988	4115
"23589"	4799	2181	469	1855	5224	4263	5295
"23590"	364	24	21	176	2	2	2
"23591"	360	55	22	11	26	16	21
"23592"	65083	2236	455	3440	3953	3978	3806
"23593"	441394	26	5	43	38	40	76
"23594"	441459	92	15	111	14	10	13
"23595"	304	294	853	307	1844	571	1915
"23596"	11191	978	313	1090	4907	2959	3663
"23597"	5646	865	155	1037	41	12	27
"23598"	54926	5487	1131	5273	15026	11057	15096
"23599"	55833	1455	321	1478	4090	3719	3877
"23600"	100113385	1	0	0	18	33	17
"23601"	100113379	0	0	0	2	0	2
"23602"	25853	1194	370	1081	6377	4656	5518
"23603"	51271	4872	1199	4962	4999	4308	5103
"23604"	114224	1	0	0	17	11	18
"23605"	347240	240	69	209	112	620	539
"23606"	318	838	231	457	892	563	592
"23607"	57462	3144	1988	3750	1869	2773	3020
"23608"	84688	328	315	437	327	228	256
"23609"	203259	11856	2233	16348	12012	10638	13102
"23610"	27019	69	25	83	24	111	188
"23611"	375704	6577	11729	5278	2595	2538	2202
"23612"	1271	3974	2353	3804	6019	10534	5799
"23613"	415056	15	0	49	114	141	76
"23614"	138716	735	458	743	332	230	343
"23615"	11258	1903	538	1689	4401	3445	3723
"23616"	138715	66	3	32	44	74	265
"23617"	10280	2163	580	2052	3169	3011	3127
"23618"	2592	1210	395	1174	783	1054	1477
"23619"	3590	813	339	683	720	813	1801
"23620"	10850	18	10	14	64	61	84
"23621"	730098	508	296	550	662	602	610
"23622"	6363	5	45	22	9	7	26
"23623"	6366	0	1	0	5	0	5
"23624"	259308	7	2	9	68	30	11
"23625"	389715	8	2	4	10	5	5
"23626"	23349	16549	1245	24483	13684	3435	6045
"23627"	25822	1676	761	2436	15271	10871	13227
"23628"	138724	21	6	56	92	112	127
"23629"	100506592	8	0	1	25	16	23
"23630"	7415	10082	1980	10721	21252	16221	18078
"23631"	2189	546	162	463	2017	2104	2208
"23632"	84720	1076	255	983	1574	1744	1926
"23633"	30968	1568	455	1331	1257	1373	1389
"23634"	80256	2182	650	1970	4806	3029	4434
"23635"	10497	2547	767	4487	3768	4917	5137
"23636"	158381	547	200	265	1227	905	1140
"23637"	9853	14516	2023	23931	26525	21400	23195
"23638"	730112	28	5	14	35	30	24
"23639"	7016	3073	854	4477	4561	3553	4506
"23640"	971	27	16	21	40	37	45
"23641"	27240	0	10	2	2	7	2
"23642"	6023	8	4	70	67	89	34
"23643"	203260	63	48	87	178	193	130
"23644"	84904	54	54	37	205	344	439
"23645"	768	4	9	17	22	20	25
"23646"	7169	764	1763	1373	979	1015	1220
"23647"	7094	4312	2862	4385	4039	4525	4047
"23648"	10488	2003	870	2616	2838	2154	2125
"23649"	57704	6849	1454	9244	9707	7725	9002
"23650"	9827	343	79	1067	1401	1166	948
"23651"	692094	289	56	540	824	711	593
"23652"	4882	977	225	1225	2811	3165	2663
"23653"	26206	301	138	239	312	159	371
"23654"	84681	532	246	323	301	282	338
"23655"	392307	9	7	18	35	19	11
"23656"	51754	2940	863	4930	4965	3629	4378
"23657"	92973	1910	376	2316	3206	1413	1797
"23658"	392309	29	7	24	28	19	7
"23659"	646962	51	56	43	20	24	31
"23660"	158376	78	32	64	49	42	35
"23661"	56656	4	0	14	0	0	0
"23662"	8434	612	276	456	1335	742	1581
"23663"	152007	771	263	324	832	485	688
"23664"	881	11	4	39	3	7	8
"23665"	1211	5697	1087	4691	7531	5874	6320
"23666"	10020	2395	373	1797	8035	5260	6767
"23667"	646993	65	20	80	467	341	681
"23668"	152006	4687	876	3577	19103	14390	16498
"23669"	9833	5	0	0	120	835	668
"23670"	5079	0	0	0	1	0	2
"23671"	100130458	0	0	0	0	0	0
"23672"	100506710	4035	700	3064	13282	9011	10204
"23673"	84186	583	215	406	2418	1725	2310
"23674"	9380	3105	881	2390	2068	1938	1557
"23675"	9925	824	226	531	6433	5814	6638
"23676"	64425	432	105	338	2086	1858	1599
"23677"	100506760	217	67	257	1247	1063	1000
"23678"	26267	1685	316	3158	2037	2287	2026
"23679"	401505	1634	582	1023	2672	1965	1847
"23680"	22844	438	101	504	230	74	140
"23681"	158234	742	229	660	2838	2791	2982
"23682"	51010	473	93	542	1443	1533	1393
"23683"	100423016	10	2	5	27	14	37
"23684"	79269	2061	425	1763	7008	5187	5944
"23685"	92014	553	154	619	2241	1879	1666
"23686"	6461	937	157	887	4306	6080	6050
"23687"	219	859	182	1098	3632	2347	2249
"23688"	347252	42	3	39	1756	6456	4608
"23689"	647044	15	0	49	38	37	22
"23690"	100289137	1049	48	396	208	215	121
"23691"	253650	132	21	67	292	177	113
"23692"	158228	337	18	192	105	59	67
"23693"	79937	223	45	205	1420	2131	1213
"23694"	647060	1	0	0	4	0	2
"23695"	653501	216	30	203	531	351	462
"23696"	642265	0	0	0	3	0	5
"23697"	401507	0	0	0	0	2	0
"23698"	642373	29	2	32	190	234	271
"23699"	727830	1	0	0	2	0	1
"23700"	728495	0	0	0	0	0	0
"23701"	26149	342	41	251	1010	697	981
"23702"	653114	0	0	0	0	4	0
"23703"	642629	2	1	0	3	0	7
"23704"	727905	0	1	0	4	0	1
"23705"	100506103	0	0	0	0	0	0
"23706"	401509	215	30	160	468	306	428
"23707"	389741	172	91	281	1062	887	948
"23708"	654466	916	179	633	1206	522	784
"23709"	554249	9	3	15	74	95	66
"23710"	100289006	4	0	0	0	2	0
"23711"	441430	53	9	53	125	234	271
"23712"	100133036	123	30	193	82	122	156
"23713"	728013	0	0	0	5	0	0
"23714"	100506607	8	0	2	23	11	32
"23715"	100036519	47	6	91	49	43	122
"23716"	100133034	0	2	1	3	1	4
"23717"	728034	52	8	15	93	54	64
"23718"	441432	7	2	4	7	4	17
"23719"	441425	53	19	52	147	251	255
"23720"	100289528	24	3	7	5	2	3
"23721"	642929	2	7	0	5	0	1
"23722"	389730	0	0	0	3	0	2
"23723"	728577	51	6	116	378	430	554
"23724"	644587	24	2	7	28	48	76
"23725"	100505781	15	1	75	207	112	92
"23726"	100132948	47	14	119	311	123	157
"23727"	100287241	8	4	8	47	16	30
"23728"	100132439	2	1	11	31	21	19
"23729"	728297	9	0	27	5	4	8
"23730"	548321	71	34	264	611	179	238
"23731"	100289124	7	3	9	56	6	23
"23732"	100287368	3	0	8	12	6	16
"23733"	100507284	0	0	4	3	0	4
"23734"	100287333	8	5	3	31	17	30
"23735"	100287410	9	0	3	22	2	6
"23736"	387628	244	91	350	274	462	222
"23737"	100126582	15	8	27	194	185	115
"23738"	401508	1	0	0	1	1	0
"23739"	26165	2	0	0	0	2	3
